 op_mp  , op_gen , ow_avg , chp_mp , chp_gen 
57,0,2.53,0.11,0.1
0,0,0.66,0.33,0.18
0,2,5.48,0.04,0.17
2,1,5.27,0.15,0.31
49,3,7.93,1.34,1.41
0,0,0.03,0.06,0.06
27,4,11.45,0.34,0.47
50,0,9.39,3.11,3.13
0,0,3.62,0.21,0.46
0,0,0.37,0.06,0.06
0,6,12.99,0.09,0.83
0,0,0.03,0.01,0.01
100,13,21.12,0.21,1.58
0,0,0.44,0.5,0.5
50,0,8.78,0.07,0.3
46,0,1.22,0.05,0.1
50,13,21.07,0.21,0.58
31,0,10.03,0.51,1.1
83,60,61.12,3.54,4.25
82,58,60.73,2.15,1.97
0,0,0.12,0.04,0.04
0,0,16.58,2.64,2.64
46,0,6.01,0.4,0.36
37,0,7.87,0.24,0.39
0,0,0.46,0.1,0.1
0,0,0.04,0.01,0.01
67,0,17.79,0.15,0.14
0,0,0.19,0.08,0.08
0,0,0.23,0.06,0.06
58,7,13.87,0.31,0.32
50,0,1.45,0.11,0.11
0,0,0.4,0.03,0.03
0,0,1,0.29,0.29
38,22,28.43,0.54,0.78
67,0,33.34,2.9,2.9
100,0,6.68,0.19,0.14
0,0,0.33,0.02,0.02
0,0,3.35,0.34,1.37
0,0,0.91,0.04,0.33
49,3,15.52,1.48,2.9
100,0,0.46,0.02,0.04
50,0,1.96,0.11,0.1
50,0,0.08,0.04,0.04
100,0,0.58,0.01,0.01
0,0,0.07,0.01,0.01
17,3,5.26,0.23,0.15
50,0,1.02,0.13,0.13
0,0,0.1,0.08,0.08
0,0,0.71,0.05,0.22
54,16,28.81,1.36,2.69
25,4,7.86,0.22,0.31
0,0,10.2,0.46,0.93
56,0,1.83,0.23,0.21
100,0,1.71,0.48,0.48
0,0,0.18,0.08,0.08
0,0,0.27,0.02,0.05
100,0,1.49,0.08,0.08
44,1,6.86,0.24,0.62
36,0,3.28,0.74,0.95
0,0,0.44,0.06,0.05
22,9,16.05,0.43,1.36
0,0,0.13,0.05,0.05
60,0,0.64,0.04,0.04
46,39,43.67,0.14,2.48
100,0,1.08,0.67,0.14
18,0,8.62,0.24,0.76
0,0,0.29,0.02,0.04
0,0,8.33,0.01,0.15
79,34,45.18,1.74,2.97
93,57,74.4,3.57,3.57
0,0,0.25,0.03,0.03
0,0,1.24,0.14,0.14
0,0,1.7,1.75,0.64
0,4,13.07,0.22,5.48
0,0,6.35,0.02,3.2
25,0,0.46,0.05,0.05
69,9,16.32,1.3,1.36
60,20,21.63,0.02,0.02
17,12,25.25,0.28,2.87
34,7,14.1,0.8,1.71
25,0,0.26,0.03,0.03
50,0,10.09,0.4,0.54
0,0,0.19,0.06,0.06
60,5,34.11,3.05,4.37
56,0,0.29,0.04,0.04
0,0,0.37,0.08,0.08
100,0,9.09,0.87,0.87
0,0,0.58,0.04,0.04
66,4,25.11,1.33,1.51
0,13,15.42,0.02,0.78
40,40,40.45,0.63,0.63
20,0,4.15,0.34,0.48
0,0,0.67,0.5,0.26
47,0,5.36,0.41,0.43
8,0,2.31,0.89,1.21
81,27,45.41,0.62,0.6
50,0,0.77,0.03,0.06
0,0,0.44,0.16,0.16
22,0,1.39,0.61,0.51
25,20,17.97,1.12,0.91
67,0,1.91,0.09,0.1
0,0,15.01,1.46,2.92
36,0,4.9,0.4,0.45
81,1,4.16,0.03,0.03
67,0,1.87,0.03,0.03
0,0,0.36,0.04,0.08
0,15,39.16,0.17,1.48
50,0,13.89,0.76,0.72
29,14,21.18,0.37,0.37
25,0,2.13,0.16,0.27
79,65,67.67,0.7,1.08
50,0,3.01,0.26,2.36
0,0,0.12,0.03,0.03
46,5,18.46,0.59,0.6
75,0,8.27,0.26,0.24
0,0,0.53,0.01,0.01
0,0,1.73,0.56,0.56
50,0,0.27,0.03,0.06
0,0,1.21,0.1,0.52
5,4,12.28,0.15,0.93
100,0,0.62,0.13,0.29
100,0,4.64,0.18,0.18
17,3,3.48,0.3,0.42
0,0,0.13,0.03,0.03
50,0,3.85,0.99,0.49
21,0,5.39,0.26,0.33
100,0,0.95,0.14,0.08
0,0,1.4,0.04,0.13
100,0,5.84,0.09,0.09
50,0,0.12,0.07,0.07
91,72,79.39,1.76,2.48
75,25,21.77,1.4,1.53
60,0,8.35,0.14,0.25
47,4,12.02,0.55,0.53
0,0,0.58,0.03,0.03
100,0,0.44,0.03,0.03
0,0,4.94,1.01,1.01
75,0,5.41,0.11,0.11
50,11,30.76,0.28,1.09
0,0,0.03,0.02,0.02
100,0,1.19,0.09,0.21
50,11,12.74,0.46,0.34
0,0,15.99,0.05,2.97
17,0,3.53,0.17,0.17
0,0,1.31,0.06,0.06
36,8,15.72,0.19,0.47
52,0,8.88,0.51,0.6
0,0,0.3,0.1,0.1
0,0,1.58,0.3,0.3
0,0,19.94,0.68,1.3
0,0,8.28,0.23,0.21
100,0,19.41,0.29,0.29
100,0,0.31,0.02,0.02
100,0,1.49,0.05,0.08
29,5,11.57,0.56,0.73
50,2,13.63,0.67,0.81
21,0,4.35,0.18,0.2
0,0,0.28,0.13,0.13
0,0,1.8,1.03,1.03
0,0,1.52,0.02,0.13
63,14,17.35,0.09,0.09
16,6,15.43,1.74,0.94
0,0,2.01,0.71,0.15
100,0,1.12,0.76,0.76
0,0,1.18,0.88,1.02
33,0,8.14,0.6,0.8
0,0,1.68,0.73,0.49
0,0,4.35,0.57,0.2
94,52,60.92,1,0.99
64,7,17.56,0.24,0.38
71,17,25.28,0.45,0.53
17,59,59.25,0.79,0.95
80,58,64.36,1.84,1.55
100,0,3.8,0.37,0.37
50,0,10.26,0.15,0.71
100,6,13.56,0.01,0.31
0,0,0.04,0.02,0.02
34,7,19.42,0.66,1.85
59,19,36.64,1.51,2.79
63,21,24.97,1.98,1.49
40,20,29.99,3.49,3.5
55,0,3.9,0.34,0.62
0,0,8.59,0.01,0.04
0,0,1.57,0.08,0.07
53,0,11.63,0.52,0.48
50,8,10.17,2.67,0.46
85,0,1.98,0.39,0.33
100,0,0.42,0.06,0.06
100,0,0.03,0.02,0.02
9,0,9.04,2.07,2.97
0,0,4.66,0.5,0.5
50,0,2.82,0.26,0.26
100,0,0.41,0.08,0.08
0,0,0.04,0.1,0.1
0,0,5.18,0.17,0.17
50,30,31.32,3.04,1.08
0,0,5.51,0.01,0.4
50,0,8.44,0.03,0.35
46,11,26.17,0.48,0.56
100,0,29.42,4.89,4.89
0,0,0.87,0.02,0.08
50,25,35.53,0.72,0.72
29,7,14.7,0.21,0.49
0,0,0.07,0.02,0.02
52,12,25.84,0.39,0.58
29,5,22.65,0.83,1.07
0,0,0.89,0.17,0.11
11,1,4.18,0.06,0.08
37,1,2.66,0.83,0.09
0,60,59.89,1.82,1.51
0,0,0.58,0.01,0.06
43,0,9.26,0.6,1.72
0,0,0.05,0.04,0.04
0,0,0.25,0.02,0.02
0,0,0.89,0.02,0.08
0,0,19.01,1.02,1.02
50,0,0.77,0.08,0.07
38,8,22.7,0.08,1.07
50,36,40.23,1.46,1.33
27,0,2.41,0.4,0.48
0,0,0.42,0.11,0.13
67,0,0.45,0.21,0.21
14,4,7.5,0.32,0.42
48,0,6.11,0.27,0.34
36,0,3.97,0.07,0.1
44,21,32.61,0.98,1.15
56,2,14.47,0.46,1.17
0,0,7.25,0.02,0.24
100,0,23.55,0.22,1.18
100,0,0.11,0.02,0.02
67,0,6.69,0.14,0.14
20,20,22.62,0.84,0.84
0,0,7.3,0.13,1.19
0,0,0.5,0.02,0.02
50,0,1.73,0.51,1.01
0,0,0.22,0.12,0.12
0,0,1.96,0.54,0.38
0,0,0.3,0.04,0.04
0,0,0.31,0.18,0.18
0,0,0.58,0.04,0.04
0,0,38.77,1.58,1.58
100,0,3.05,0.15,0.15
36,4,11.13,0.53,0.59
0,0,0.56,0.06,0.06
0,0,0.1,0.02,0.02
10,5,8.9,0.77,2.59
32,0,5.56,0.44,1.22
23,1,4.33,0.72,1.48
25,0,4.08,0.81,0.41
54,5,6.19,0.16,0.16
41,0,0.55,0.04,0.04
52,1,1.64,0.1,0.1
0,0,0.05,0.01,0.01
0,0,0.42,0.03,0.03
51,0,0.64,0.06,0.06
0,0,0.29,0.04,0.07
0,0,1.09,0.07,0.07
33,25,25.35,1.87,1.41
100,0,0.83,6.75,1.71
25,0,1.49,3.51,1.87
92,32,60.38,4.14,4.14
33,0,5.67,0.15,0.28
0,0,0.14,0.03,0.03
0,0,1.61,0.38,0.36
25,0,4.14,0.18,0.31
25,0,0.42,0.12,0.1
0,0,0.27,0.02,0.02
18,0,1.37,0.14,0.35
100,0,1.51,0.09,0.18
50,0,6.89,0.02,0.22
37,9,21.77,0.71,1.51
22,7,9.6,0.07,0.1
0,0,4.59,0.37,1.38
20,0,1.65,0.33,0.47
50,0,2.22,0.07,0.07
0,0,0.37,0.08,0.08
50,4,7.34,0.04,0.13
57,0,0.83,0.04,0.09
50,6,9.19,0.11,0.18
50,17,18.32,0.23,0.09
0,0,1.82,0.39,0.2
22,0,1.24,0.23,0.18
100,0,1.11,0.24,0.24
0,0,4.93,0.01,0.22
100,0,1.16,0.27,0.27
100,0,17.79,0.64,0.24
0,0,0.12,0.02,0.02
0,0,0.16,0.06,0.06
100,0,0.18,0.02,0.02
50,7,13.97,2.02,0.9
0,0,0.85,0.02,0.02
100,0,39.41,1.21,1.21
20,0,1.77,0.32,0.27
57,47,56.34,0.07,6.68
15,1,4.02,0.53,1.03
32,5,7.63,0.04,0.46
13,17,20.58,0.1,0.04
0,0,0.5,0.18,0.18
7,6,9.71,0.43,1.64
55,31,44,1.29,3.14
100,0,53.44,13.22,13.22
41,0,9.23,1.46,2.01
0,0,0.22,0.1,0.1
67,0,4.53,0.93,0.93
100,0,43.07,12.47,12.47
0,0,1.11,0.05,0.05
89,22,39.41,4.36,4.36
20,0,0.44,0.12,0.12
50,0,4.53,0.35,0.24
40,21,37.21,0.71,1.71
57,14,14.95,0.08,0.08
0,0,3.55,0.01,0.05
57,22,44.67,2.67,6.98
0,0,3.27,0.64,0.64
0,0,1.41,0.1,0.1
0,0,0.2,0.02,0.06
50,0,5,0.09,0.09
100,0,34.37,1.67,1.67
31,5,11.59,0.99,0.99
0,0,0.04,0.02,0.02
0,0,0.08,0.02,0.02
100,0,1.51,1.23,1.23
37,1,2,0.07,0.06
0,0,3.16,0.02,0.24
49,6,9.56,0.19,0.15
29,5,15.52,0.46,1.07
0,0,0.02,0.01,0.01
100,0,1.02,0.85,0.85
20,0,1.81,0.06,0.06
43,15,27.46,1.79,1.06
0,0,2.85,0.37,0.45
100,13,15.23,0.11,0.18
40,0,0.24,0.04,0.03
0,0,0.16,0.04,0.04
0,0,2.07,0.06,0.06
43,0,10.78,0.51,0.66
100,0,0.76,0.23,0.23
0,0,0.17,0.16,0.16
0,0,0.09,0.01,0.01
43,0,11.15,0.48,0.48
0,0,1.84,0.09,0.13
0,3,10.63,0.04,0.87
100,0,0.97,1.13,1.13
100,0,2.48,0.03,0.11
23,0,4.51,0.31,0.38
50,0,3.01,0.48,0.5
25,0,0.49,0.04,0.04
20,0,0.19,0.07,0.06
0,0,0.03,0.04,0.04
70,10,24.24,2.32,2.32
0,0,1.24,0.05,0.06
100,0,7.23,0.36,0.2
0,0,0.97,0.05,0.05
86,29,36.57,15.57,15.57
65,16,24.49,0.44,2.49
0,0,0.18,0.03,0.03
50,0,24.73,0.17,0.17
0,0,0.02,0.01,0.01
100,33,41.73,0.15,0.15
0,0,0.56,0.02,0.03
0,0,0.38,0.1,0.1
0,0,0.21,0.03,0.03
0,0,0.76,0.06,0.06
84,2,3.77,0.05,0.05
0,0,1.42,0.76,0.29
60,0,0.41,0.07,0.07
100,0,0.44,0.04,0.04
0,3,13.05,0.06,1.67
25,0,1.43,0.13,0.12
0,0,0.3,0.1,0.1
80,67,64.71,1.13,1.13
100,0,1.18,0.07,0.07
51,7,19.11,0.61,1.27
0,0,1.09,0.07,0.08
100,0,0.22,0.04,0.04
0,0,2.23,0.5,19.34
6,0,1.22,3.6,9.25
33,0,3.93,0.76,1.06
50,22,39.91,0.37,0.34
50,25,36.72,0.59,0.88
0,0,0.09,0.06,0.06
0,0,0.01,0.01,0.01
0,0,0.29,0.1,0.1
40,33,40.38,0.81,0.9
0,0,0.23,0.05,0.05
33,0,3.79,0.24,0.24
100,20,22.09,0.11,0.36
0,0,0.21,0.08,0.08
100,0,0.17,0.03,0.03
100,0,0.69,0.05,0.06
67,1,4.15,0.38,0.62
24,19,37.03,1.77,2.22
28,10,59.07,1.21,8.7
50,0,1.9,0.53,0.53
0,0,14.39,0.09,0.07
57,0,1.84,0.06,0.06
0,0,0.18,0.04,0.04
100,0,2.81,0.11,0.09
100,0,0.18,0.1,0.1
17,0,0.17,0.03,0.03
0,0,0.39,0.02,0.02
0,0,4.63,0.23,0.23
50,0,0.93,0.19,0.19
0,0,0.14,0.35,0.35
26,2,6.68,0.44,0.71
0,0,0.64,1.6,1.6
69,39,44.77,2.54,1.51
100,0,1.58,0.37,0.37
33,33,34.52,0.2,0.29
100,0,0.3,0.02,0.02
50,0,1.77,0.26,0.26
40,0,5.44,0.42,0.81
76,8,29.26,2.19,2.5
0,0,2.11,0.04,0.04
0,0,1.1,0.02,0.15
100,0,12.29,0.97,0.97
0,0,0.14,0.05,0.03
0,0,0.56,0.26,0.26
75,50,52.85,0.29,0.58
14,0,10.28,1.63,2.84
100,0,7.45,1.97,2.14
50,9,12.2,0.38,0.21
44,0,7.03,0.16,0.16
0,0,0.12,0.06,0.06
67,22,35.66,0.06,0.5
86,19,24.29,0.12,1.91
83,18,31.89,4.23,2.64
25,0,6.9,0.38,0.38
47,0,1.5,0.14,0.16
18,9,12.53,0.11,0.63
9,2,13.86,0.2,5.01
100,0,0.22,0.09,0.09
0,0,1.23,0.07,0.07
53,0,5.24,0.19,0.26
8,0,0.48,0.27,0.27
38,0,2.73,0.19,0.17
25,0,2.09,0.51,0.51
26,0,2.87,0.25,0.3
38,0,1.74,0.15,0.19
0,6,13.12,0.04,1.68
0,20,29.32,0.03,0.41
0,0,0.58,0.03,0.03
75,0,1.21,0.07,0.07
0,0,0.55,0.02,0.08
32,0,4.14,0.34,0.34
100,0,2.3,0.13,0.13
0,0,0.13,0.02,0.02
0,0,0.18,0.1,0.13
0,0,0.57,0.03,0.03
44,44,40.6,1.3,1.3
27,6,7.62,0.05,0.12
33,1,6.3,0.12,0.13
20,14,19.19,0.14,0.29
0,0,4.69,0.18,0.11
100,25,38.71,3.42,3.42
100,0,2.84,1.2,1.2
100,0,0.82,0.11,0.11
57,7,8.67,0.13,0.13
100,0,5.85,0.1,0.1
100,0,9.96,0.05,0.07
100,0,0.29,0.01,0.01
20,0,1.32,0.37,0.37
0,0,1.42,0.27,0.27
13,20,36.73,1.14,2.35
25,0,1.8,0.08,0.08
29,0,1.87,0.17,0.18
0,0,1.84,0.35,0.35
100,0,0.16,0.05,0.05
38,0,2.03,0.13,0.1
56,2,9.09,1.16,0.76
22,4,7.58,0.7,0.74
50,0,3.2,0.03,0.03
63,5,11.06,0.05,0.05
100,0,1.08,0.15,0.15
21,0,1.36,0.19,0.23
0,0,0.39,0.13,0.17
50,0,3.43,0.4,0.35
0,0,0.05,0.02,0.02
40,0,7.95,0.27,0.46
0,0,0.03,0.01,0.01
48,1,7.93,0.76,1.47
0,0,0.12,0.03,0.05
38,59,60.32,0.08,0.21
0,0,0.2,0.03,0.03
0,0,0,0.02,0.02
0,0,0.74,0.06,0.32
0,0,0,0.01,0.01
100,0,5.05,0.75,0.29
0,0,7.17,0.41,0.7
33,0,1.15,1.14,1.14
14,0,1.52,0.45,0.45
0,0,0.13,0.1,0.1
0,0,1.05,0.04,0.08
0,0,6.29,0.2,0.2
0,0,0.12,0.04,0.04
36,13,14.27,0.45,0.41
36,20,21.89,0.31,1.59
100,0,0.01,0.07,0.07
0,0,0.01,0.02,0.02
0,0,0.02,0.03,0.03
100,0,1.96,0.41,0.41
0,0,8.87,0.03,1.47
0,0,7.31,0.81,1.99
25,0,1.88,0.21,0.29
41,5,17.44,1.9,1.9
100,0,26.63,4.04,4.04
0,0,3.91,0.04,0.15
67,9,16.58,0.19,0.41
33,0,11.39,0.53,0.99
29,9,26.01,0.47,1.63
50,14,21.25,0.38,0.6
50,0,0.25,0.11,0.11
36,0,5.89,0.25,0.29
20,13,27.25,0.06,0.23
73,3,6.74,0.04,0.13
50,0,0.84,0.19,0.18
50,0,5.63,0.31,0.31
0,0,13.81,0.04,0.17
100,0,1.91,0.36,0.36
35,3,14.4,0.12,1.03
40,4,14.26,0.05,0.1
62,13,25.04,0.5,0.54
22,3,11.02,0.21,0.68
0,0,27.41,8.2,8.2
0,0,0.11,0.02,0.02
64,0,5.66,0.51,0.66
0,11,21.98,0.44,0.64
50,0,5.68,0.98,2.04
50,14,24.23,2.22,1.3
0,0,2.85,0.38,0.38
100,40,39.85,1.4,1.8
0,0,1,0.03,0.05
25,31,53.71,1.07,1.46
100,0,0.7,0.04,0.04
29,0,5,0.26,0.46
0,0,0.24,0.01,0.01
100,0,3.09,0.3,0.3
0,0,0.09,0.02,0.04
0,0,17.63,0.77,11.22
0,0,0.25,0.07,0.07
100,0,1.99,0.14,0.06
0,0,0.38,0.05,0.06
33,0,18.12,0.61,0.47
50,40,38.22,1.58,1.9
33,20,16.57,1.21,0.76
73,29,33.58,0.58,1.13
50,0,0.62,0.03,0.03
38,10,21.65,1.27,1.62
0,25,33.76,0.32,1.87
0,0,0.1,0.04,0.04
100,0,1.32,0.07,0.07
32,9,11.73,0.11,0.58
46,1,5.31,0.16,0.21
37,0,3.84,0.04,0.03
21,0,2.16,0.41,0.31
40,0,3.18,0.2,0.19
0,11,14.42,0.04,0.13
27,7,8.98,0.16,0.23
60,0,7.45,0.1,0.16
50,0,1.06,0.38,0.33
44,0,10.66,0.95,0.95
0,0,0.07,0.03,0.03
50,0,4.94,0.04,0.04
0,0,0.11,0.06,0.06
0,11,16.56,0.02,0.55
13,0,3.52,0.26,0.3
0,0,3.25,0.15,0.39
43,0,10.57,0.36,0.36
39,7,8.68,0.59,0.8
0,0,0.8,0.04,0.03
50,0,7.72,0.3,0.3
100,0,0.27,0.12,0.12
100,0,3.28,0.21,0.21
33,0,2.01,0.11,0.38
0,0,1.05,0.74,0.38
75,0,0.2,0.05,0.09
0,0,2.87,0.5,1.02
0,0,0.31,0.04,0.04
0,0,1.83,0.08,0.08
0,0,0.07,0.16,0.16
50,0,6.26,1.23,1.23
0,0,0.06,0.01,0.01
33,0,0.5,0.03,0.1
0,0,0.04,0.02,0.02
45,0,8.1,0.16,0.28
100,0,0.42,0.12,0.12
0,0,3.38,0.74,0.74
0,0,0.01,0.02,0.02
0,0,0.18,0.08,0.08
76,0,29.83,1.57,2.13
0,0,3.76,0.6,0.64
100,0,0.29,0.02,0.02
100,0,5.93,1.01,1.01
67,0,17.37,0.59,0.59
60,33,44.5,1.39,1.76
0,0,0.98,0.37,0.37
80,0,55.31,5.25,5.25
0,0,0.21,0.24,0.2
0,14,26.75,0.01,0.47
58,7,13.64,0.73,0.67
53,0,1.44,0.1,0.21
0,0,0.29,0.07,0.09
50,13,34.41,1.46,1.46
0,0,0.13,0.03,0.03
0,0,0.09,0.02,0.02
0,0,0.07,0.03,0.03
50,0,2.31,0.06,0.13
27,17,23.72,0.14,1.09
0,0,0.48,0.18,0.18
0,0,2.05,1.62,1.62
33,0,2.03,0.65,0.77
41,1,2.39,0.15,0.17
0,0,1.95,0.29,1
0,0,0.45,0.03,0.05
0,0,0.5,0.41,0.41
25,0,3.43,0.23,0.33
100,0,0.66,0.22,0.22
0,0,0.22,0.04,0.04
33,33,27.39,2.74,2.74
0,0,2.37,0.35,0.67
67,0,0.28,0.05,0.05
45,0,9.42,0.07,0.24
0,5,10.62,0.04,0.25
0,0,2.26,0.75,1.11
96,10,51.87,0.93,4.29
9,0,1.18,0.21,0.31
0,0,0.2,0.07,0.07
0,0,1.47,0.15,0.09
0,0,0.28,0.02,0.02
33,0,0.24,0.04,0.04
25,0,0.55,0.08,0.09
41,2,4.8,0.6,0.64
33,5,6.39,0.51,0.58
50,0,5.42,0.2,0.17
36,0,6.69,0.34,0.68
47,5,22.81,0.85,3.42
0,0,0.12,0.05,0.05
0,0,0.25,0.15,0.15
0,0,2.77,0.53,0.53
0,0,0.03,0.03,0.03
67,0,21.61,0.5,0.5
0,0,0.05,0.02,0.02
78,11,22.95,0.61,0.64
63,8,20.29,0.57,0.78
25,25,23.72,0.34,1.7
50,10,16.35,0.72,0.78
100,0,34.24,5.15,5.15
60,20,25.62,0.25,0.25
0,0,0.07,0.02,0.02
85,5,21.04,0.62,1.13
59,21,28.33,0.77,1.24
0,0,0.88,0.23,0.23
0,0,4.27,4.55,1.2
72,7,18.1,1.6,1.97
100,0,5,0.07,0.07
0,0,0.85,0.19,0.12
0,0,0.17,0.02,0.02
0,0,0.14,0.1,0.08
24,0,5.79,0.2,0.19
0,0,1.18,0.14,0.14
33,0,0.35,0.03,0.04
0,0,17.05,8.51,8.57
60,19,34.19,0.21,0.69
48,0,0.67,0.08,0.11
100,0,8.51,0.26,0.15
100,0,0.38,0.04,0.04
68,1,15.81,1.13,1.03
43,2,8.52,0.98,0.64
57,19,35.42,0.99,1.99
57,0,6.45,0.04,0.04
75,0,1.74,0.06,0.43
100,0,13.12,0.18,1.42
29,0,2.47,0.03,0.03
33,16,23.58,0.7,1.46
47,13,29.79,1.32,2.65
0,0,0.03,0.04,0.04
75,0,0.96,0.05,0.07
82,40,59.59,2.64,5.08
0,0,4.64,1.74,1.74
0,0,0.98,0.15,0.15
100,37,38.99,0.03,1.22
50,0,1.39,0.1,0.1
0,0,0.85,0.03,0.23
0,35,61.15,0.14,5.29
0,0,0.24,0.04,0.04
33,0,8.48,0.82,0.82
67,0,2.09,0.12,0.13
75,9,15.6,1.23,0.57
0,0,1.8,0.16,0.16
0,0,5.3,0.24,0.13
100,0,33.8,0.2,1.17
74,2,10.38,0.4,0.4
57,4,9.46,0.35,0.55
8,2,6.56,0.33,0.19
50,5,9.17,0.3,0.22
100,0,26.24,0.13,4.21
50,3,8.93,0.02,0.31
79,0,1.51,0.02,0.03
20,0,5.91,1.08,0.92
36,17,28.56,0.92,2.41
33,0,1.56,0.12,0.12
88,26,33.44,0.91,1
0,0,0.06,0.03,0.03
0,0,1.68,0.07,0.07
0,0,5.22,0.2,0.19
67,22,43.26,0.49,3.65
33,33,29.94,0.5,0.5
33,0,2.13,0.12,0.26
39,11,27.14,0.57,0.85
48,18,26.15,0.36,0.37
100,0,8.19,0.61,0.61
0,0,1.93,0.09,0.09
29,0,3.43,0.68,0.52
27,0,2.31,0.27,0.52
0,0,0.03,0.04,0.04
91,0,2.64,0.16,0.16
63,2,10.33,1.08,0.77
42,2,15.23,0.59,0.55
27,1,3.95,0.2,0.45
0,0,0.29,0.21,0.21
0,0,0.04,0.02,0.02
12,0,1.53,0.47,1.02
50,0,14.15,6.48,4.32
0,0,7.07,0.39,0.39
20,0,7.31,0.42,0.42
0,0,3.12,0.4,0.4
100,0,3.35,0.16,0.29
50,0,0.34,0.02,0.02
0,4,8.24,0.04,0.36
45,43,53.15,1.39,5.31
0,0,0.2,0.12,0.09
31,22,47.87,0.44,6.63
0,0,0.18,0.04,0.04
0,0,0.13,0.02,0.02
67,0,26.04,0.49,0.49
64,15,24.01,0.8,0.79
82,39,44.24,1.16,1.2
70,3,7.23,0.07,0.09
69,6,34.45,1.35,2.83
100,0,1.3,0.25,0.05
100,0,0.36,0.22,0.12
0,0,0.24,0.02,0.02
0,0,0.01,0.01,0.01
50,0,0.17,0.02,0.02
33,3,8.07,0.21,0.28
57,17,24.23,0.82,0.91
0,32,41.56,0.09,4.11
65,12,28.12,0.99,4.67
100,0,0.27,0.01,0.01
25,0,0.24,0.09,0.09
6,0,0.5,0.06,0.06
50,33,32.13,2.18,2.18
75,25,33.89,0.56,0.56
22,2,6.37,0.75,0.81
0,0,1.53,0.15,0.15
33,6,16.76,3.45,2.01
55,0,3.86,0.21,0.22
71,0,5.18,0.47,0.47
29,24,33.94,0.58,1.52
0,0,2.98,1.47,1.47
33,0,0.54,0.04,0.08
100,0,0.06,0.01,0.01
100,0,3.64,0.51,0.51
100,0,24.46,2.7,2.79
0,0,7.92,1.07,1.07
48,14,28.49,0.62,1.09
75,0,0.4,0.07,0.07
67,0,1.76,0.88,0.88
26,12,25.11,0.38,1.34
0,3,8.4,1.33,0.43
47,0,15.85,1.05,1.21
0,0,2.51,0.2,1.08
0,0,12.19,3.23,5.7
33,6,7.14,0.05,0.16
26,0,6.94,0.69,0.9
10,0,2.69,0.21,0.35
50,8,12.22,1.02,1.64
0,0,1.62,0.02,0.1
0,0,1.5,0.07,0.07
56,2,15.99,0.22,1.41
0,0,0.53,0.12,0.12
92,7,12.55,0.35,0.79
60,0,4.12,0.23,0.24
0,0,0.81,0.02,0.02
67,6,23.55,2.51,0.55
29,0,4.94,0.14,0.2
71,11,26.93,0.84,1.26
67,0,1.98,0.12,0.12
100,0,45.06,0.35,2.45
0,0,0.07,0.09,0.09
0,0,0.1,0.01,0.05
0,0,0.14,0.03,0.05
0,0,0.71,0.14,0.1
33,0,6.95,0.18,0.31
53,12,23.91,1.63,1.45
0,0,0.64,0.06,0.38
100,0,2.19,0.15,0.15
67,0,33,2.02,2.02
0,0,2.34,0.18,0.18
57,29,30.64,0.33,0.33
50,0,4.96,0.17,0.17
100,0,26.61,0.13,0.7
25,0,1.74,0.22,0.23
60,0,6.7,0.17,0.88
20,0,11.13,0.18,0.18
0,0,0.07,0.04,0.04
24,4,13.23,1.62,1.04
48,3,28.61,1.7,1.74
43,0,3.43,0.27,0.32
0,0,0.03,0.02,0.03
74,1,11.62,0.61,0.68
0,0,2.01,0.06,0.32
17,0,1.07,0.02,0.09
0,0,0.8,0.04,0.04
0,0,0.03,0.03,0.03
0,0,0,0.02,0.02
71,0,7.02,0.12,0.08
100,4,15.8,0.11,0.07
0,0,0.11,0.05,0.04
0,0,3.55,0.51,0.54
0,0,0.09,0.01,0.01
0,0,4.51,0.03,0.06
20,0,4.76,0.04,0.05
0,0,0.15,0.02,0.03
0,0,2.84,0.06,0.38
0,0,11.45,0.8,1.14
23,0,3.19,0.13,0.11
43,2,9.92,0.57,0.86
100,80,78.37,1.01,1.01
52,0,17.36,0.99,1.22
0,0,0.01,0.02,0.02
20,0,0.16,0.09,0.08
0,0,0.52,0.04,0.04
0,0,1.4,0.53,0.79
42,4,11.65,0.39,0.54
0,0,5.99,0.27,0.17
0,0,2.32,0.89,0.89
63,0,5.7,0.3,0.39
0,0,2.72,0.1,0.52
0,0,1.79,0.26,0.28
0,0,0.05,0.04,0.04
50,0,0.14,0.02,0.02
12,1,7.52,0.16,1.59
22,1,3.62,0.3,0.39
9,0,2.2,0.24,0.21
14,30,61.61,0.25,3.89
6,0,2.45,0.11,0.23
7,0,4.69,0.09,0.54
100,0,0.75,0.38,0.38
30,0,17.64,1.45,1.45
50,13,28.74,0.5,1.21
51,12,24.86,0.59,1.44
0,0,0.29,0.03,0.03
0,0,3.18,0.04,1.35
72,0,0.15,0.02,0.02
0,0,0.37,0.01,0.01
40,0,24.37,10.44,13.21
0,0,0.61,0.05,0.05
0,0,0.65,0.21,0.28
21,21,24.21,0.2,0.2
40,0,3.24,0.21,0.21
0,0,3.29,0.42,0.42
12,0,1.13,0.27,0.52
0,0,0.69,0.11,0.08
13,0,3.12,0.44,0.62
5,0,0.68,0.27,0.43
100,0,0.28,0.02,0.02
100,0,1.13,0.07,0.09
0,0,0.14,0.04,0.04
0,67,72.4,0.01,7.51
0,0,0.46,1.09,1.09
0,0,0.08,0.51,0.29
100,33,40.93,1.67,1.51
0,50,51.63,1.86,1.86
